graphic,ftu,organ
PMC10202830_JCB_202208065_FigS3_panel_1.jpg,cortical collecting duct,kidney
PMC10202830_JCB_202208065_FigS3_panel_2.jpg,cortical collecting duct,kidney
PMC10212923_41467_2023_38771_Fig8_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_2.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_3.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_4.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_5.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g003_panel_6.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g004_panel_1.jpg,cortical collecting duct,kidney
PMC10213973_fcell-11-1128456-g004_panel_2.jpg,cortical collecting duct,kidney
PMC10307518_fbioe-11-1184408-g006_panel_1.jpg,cortical collecting duct,kidney
PMC10307518_fbioe-11-1184408-g006_panel_2.jpg,cortical collecting duct,kidney
PMC10307518_fbioe-11-1184408-g007_panel_1.jpg,cortical collecting duct,kidney
PMC10307518_fbioe-11-1184408-g007_panel_2.jpg,cortical collecting duct,kidney
PMC10308384_fnins-17-1204197-g006_panel_1.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig3_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig3_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig5_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig5_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig5_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig6_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10333226_41536_2023_311_Fig6_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10358357_fnut-10-1156029-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10362041_41467_2023_40037_Fig2_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10362041_41467_2023_40037_Fig2_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10362041_41467_2023_40037_Fig5_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10362041_41467_2023_40037_Fig5_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10380826_ijms-24-11654-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10380826_ijms-24-11654-g006_panel_1.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig3_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig4_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig6_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig6_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10382392_335_2023_10005_Fig8_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10383028_pharmaceuticals-16-00910-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10383028_pharmaceuticals-16-00910-g002_panel_2.jpg,cortical collecting duct,kidney
PMC10383028_pharmaceuticals-16-00910-g003a_panel_1.jpg,cortical collecting duct,kidney
PMC10383028_pharmaceuticals-16-00910-g004a_panel_1.jpg,cortical collecting duct,kidney
PMC10383028_pharmaceuticals-16-00910-g006_panel_1.jpg,cortical collecting duct,kidney
PMC10400332_fendo-14-1150125-g007_panel_1.jpg,cortical collecting duct,kidney
PMC10400332_fendo-14-1150125-g007_panel_2.jpg,cortical collecting duct,kidney
PMC10400332_fendo-14-1150125-g007_panel_3.jpg,cortical collecting duct,kidney
PMC10404142_ABPID9-000007-031501_1-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10404142_ABPID9-000007-031501_1-g005_panel_1.jpg,cortical collecting duct,kidney
PMC10404142_ABPID9-000007-031501_1-g005_panel_2.jpg,cortical collecting duct,kidney
PMC10412623_41598_2023_39945_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g001_panel_1.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_2.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_3.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_4.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_5.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_6.jpg,cortical collecting duct,kidney
PMC10418944_ijms-24-12245-g003_panel_7.jpg,cortical collecting duct,kidney
PMC10421514_molecules-28-05865-g009_panel_1.jpg,cortical collecting duct,kidney
PMC10423821_fcell-11-1192935-g004_panel_1.jpg,cortical collecting duct,kidney
PMC10423821_fcell-11-1192935-g005_panel_1.jpg,cortical collecting duct,kidney
PMC10424705_TJP-601-1625-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10424705_TJP-601-1625-g003_panel_2.jpg,cortical collecting duct,kidney
PMC10424705_TJP-601-1625-g003_panel_3.jpg,cortical collecting duct,kidney
PMC10424705_TJP-601-1625-g003_panel_4.jpg,cortical collecting duct,kidney
PMC10426178_12882_2023_3290_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10426178_12882_2023_3290_Fig1_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10455538_jcm-12-05295-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10455538_jcm-12-05295-g003_panel_2.jpg,cortical collecting duct,kidney
PMC10487579_ijms-24-13442-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10512688_TurkPatolojiDerg-36-7215-g001_panel_1.jpg,cortical collecting duct,kidney
PMC10512688_TurkPatolojiDerg-36-7215-g001_panel_2.jpg,cortical collecting duct,kidney
PMC10512688_TurkPatolojiDerg-36-7215-g001_panel_3.jpg,cortical collecting duct,kidney
PMC10512688_TurkPatolojiDerg-36-7215-g001_panel_4.jpg,cortical collecting duct,kidney
PMC10525956_biomedicines-11-02553-g006a_panel_1.jpg,cortical collecting duct,kidney
PMC10541888_41467_2023_41710_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10541888_41467_2023_41710_Fig1_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10541888_41467_2023_41710_Fig1_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig1_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig5_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig8_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig8_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig8_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC10564818_401_2023_2628_Fig8_HTML_panel_4.jpg,cortical collecting duct,kidney
PMC10576802_41467_2023_42154_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10576802_41467_2023_42154_Fig5_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10576802_41467_2023_42154_Fig6_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10625929_41413_2023_298_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10625929_41413_2023_298_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10668032_dmm-16-050208-g2_panel_1.jpg,cortical collecting duct,kidney
PMC10668032_dmm-16-050208-g2_panel_2.jpg,cortical collecting duct,kidney
PMC10668032_dmm-16-050208-g2_panel_3.jpg,cortical collecting duct,kidney
PMC10668032_dmm-16-050208-g2_panel_4.jpg,cortical collecting duct,kidney
PMC10670999_ijms-24-16476-g005_panel_1.jpg,cortical collecting duct,kidney
PMC10670999_ijms-24-16476-g005_panel_2.jpg,cortical collecting duct,kidney
PMC10670999_ijms-24-16476-g005_panel_3.jpg,cortical collecting duct,kidney
PMC10670999_ijms-24-16476-g005_panel_4.jpg,cortical collecting duct,kidney
PMC10682229_CCR3-11-e8250-g004_panel_1.jpg,cortical collecting duct,kidney
PMC10685987_cureus-0015-00000047953-i04_panel_1.jpg,cortical collecting duct,kidney
PMC10725467_41467_2023_44159_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g002_panel_2.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g002_panel_3.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g002_panel_4.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g003_panel_1.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g003_panel_2.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g003_panel_3.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g003_panel_4.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g004a_panel_1.jpg,cortical collecting duct,kidney
PMC10743622_ijms-24-17489-g004a_panel_2.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g007_panel_1.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g007_panel_2.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g007_panel_3.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g007_panel_4.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g010_panel_1.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g010_panel_2.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g010_panel_3.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g010_panel_4.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g012_panel_1.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g012_panel_2.jpg,cortical collecting duct,kidney
PMC10757942_fchem-11-1283618-g012_panel_3.jpg,cortical collecting duct,kidney
PMC10783575_gr2_panel_1.jpg,cortical collecting duct,kidney
PMC10791962_424_2023_2878_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10791962_424_2023_2878_Fig1_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10824758_41598_2024_52928_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10824758_41598_2024_52928_Fig5_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC10824758_41598_2024_52928_Fig5_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC10824758_41598_2024_52928_Fig5_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC10844696_JCMM-28-e18075-g001_panel_1.jpg,cortical collecting duct,kidney
PMC10844696_JCMM-28-e18075-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10844696_JCMM-28-e18075-g004_panel_1.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g002_panel_1.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g002_panel_2.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_1.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_2.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_3.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_4.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_5.jpg,cortical collecting duct,kidney
PMC10855382_ijms-25-01779-g004_panel_6.jpg,cortical collecting duct,kidney
PMC10897188_44319_2023_19_Fig8_ESM_panel_1.jpg,cortical collecting duct,kidney
PMC10904061_jci-134-174806-g163_panel_1.jpg,cortical collecting duct,kidney
PMC10925474_nihpp-rs3959549v1-f0002_panel_1.jpg,cortical collecting duct,kidney
PMC10937833_gr3_panel_1.jpg,cortical collecting duct,kidney
PMC11050640_ijms-25-04372-g007_panel_1.jpg,cortical collecting duct,kidney
PMC11084340_ijms-25-04939-g002_panel_1.jpg,cortical collecting duct,kidney
PMC11084340_ijms-25-04939-g002_panel_2.jpg,cortical collecting duct,kidney
PMC11084340_ijms-25-04939-g003_panel_1.jpg,cortical collecting duct,kidney
PMC11084340_ijms-25-04939-g003_panel_2.jpg,cortical collecting duct,kidney
PMC11084856_cureus-0016-00000057959-i03_panel_1.jpg,cortical collecting duct,kidney
PMC11084856_cureus-0016-00000057959-i03_panel_2.jpg,cortical collecting duct,kidney
PMC11084856_cureus-0016-00000057959-i03_panel_3.jpg,cortical collecting duct,kidney
PMC11084856_cureus-0016-00000057959-i05_panel_1.jpg,cortical collecting duct,kidney
PMC11084856_cureus-0016-00000057959-i05_panel_2.jpg,cortical collecting duct,kidney
PMC11156659_41419_2024_6780_Fig10_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC11156659_41419_2024_6780_Fig4_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC11156659_41419_2024_6780_Fig4_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC11156659_41419_2024_6780_Fig8_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_1.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_2.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_3.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_4.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_5.jpg,cortical collecting duct,kidney
PMC11164270_1806-9282-ramb-70-suppl1-e2024S107-gf01_panel_6.jpg,cortical collecting duct,kidney
PMC11186370_ijbsv20p3061g004_panel_1.jpg,cortical collecting duct,kidney
PMC11235227_frtra-03-1305468-g006_panel_1.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g007_panel_1.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g007_panel_2.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g011_panel_1.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g011_panel_2.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g011_panel_3.jpg,cortical collecting duct,kidney
PMC11240739_cells-13-01115-g011_panel_4.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_1.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_2.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_3.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_4.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_5.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g001_panel_6.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_1.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_2.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_3.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_4.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_5.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_6.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_7.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_8.jpg,cortical collecting duct,kidney
PMC11240775_animals-14-01852-g002_panel_9.jpg,cortical collecting duct,kidney
PMC11245383_41390_2024_3026_Fig2_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC11245383_41390_2024_3026_Fig2_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC11245383_41390_2024_3026_Fig2_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC11245383_41390_2024_3026_Fig2_HTML_panel_4.jpg,cortical collecting duct,kidney
PMC11275462_diagnostics-14-01574-g006_panel_1.jpg,cortical collecting duct,kidney
PMC11275462_diagnostics-14-01574-g006_panel_2.jpg,cortical collecting duct,kidney
PMC11275462_diagnostics-14-01574-g006_panel_3.jpg,cortical collecting duct,kidney
PMC11275462_diagnostics-14-01574-g006_panel_4.jpg,cortical collecting duct,kidney
PMC11302880_ijbsv20p3881g001_panel_1.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g005_panel_1.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g006_panel_1.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g006_panel_2.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g006_panel_3.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g008_panel_1.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g008_panel_2.jpg,cortical collecting duct,kidney
PMC11303015_PHY2-12-e16179-g008_panel_3.jpg,cortical collecting duct,kidney
PMC11317433_fneph-04-1409098-g002_panel_1.jpg,cortical collecting duct,kidney
PMC11395405_ijms-25-09419-g009_panel_1.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_1.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_2.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_3.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_4.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_5.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g002_panel_6.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g003_panel_1.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g003_panel_2.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g003_panel_3.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g003_panel_4.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g004_panel_1.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g004_panel_2.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g004_panel_3.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g004_panel_4.jpg,cortical collecting duct,kidney
PMC11397982_JKCVHL-11-059-g004_panel_5.jpg,cortical collecting duct,kidney
PMC11398586_nihpp-rs4863593v1-f0003_panel_1.jpg,cortical collecting duct,kidney
PMC11398586_nihpp-rs4863593v1-f0003_panel_2.jpg,cortical collecting duct,kidney
PMC11468956_ADHM-12-2301692-g002_panel_1.jpg,cortical collecting duct,kidney
PMC11468956_ADHM-12-2301692-g002_panel_2.jpg,cortical collecting duct,kidney
PMC11468956_ADHM-12-2301692-g007_panel_1.jpg,cortical collecting duct,kidney
PMC11491271_CTM2-14-e70060-g001_panel_1.jpg,cortical collecting duct,kidney
PMC11491271_CTM2-14-e70060-g006_panel_1.jpg,cortical collecting duct,kidney
PMC11491271_CTM2-14-e70060-g006_panel_2.jpg,cortical collecting duct,kidney
PMC11570270_fimmu-15-1446672-g004_panel_1.jpg,cortical collecting duct,kidney
PMC11570270_fimmu-15-1446672-g004_panel_2.jpg,cortical collecting duct,kidney
PMC11591690_biomedicines-12-02451-g003_panel_1.jpg,cortical collecting duct,kidney
PMC1420290_1465-9921-7-26-1_panel_1.jpg,cortical collecting duct,kidney
PMC1420290_1465-9921-7-26-4_panel_1.jpg,cortical collecting duct,kidney
PMC1420290_1465-9921-7-26-4_panel_2.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-11_panel_1.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-15_panel_1.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-2_panel_1.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-2_panel_2.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-2_panel_3.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-4_panel_1.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-4_panel_2.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-4_panel_3.jpg,cortical collecting duct,kidney
PMC1555595_1471-2202-7-54-9_panel_1.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-2_panel_1.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-2_panel_2.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-2_panel_3.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-2_panel_4.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-3_panel_1.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-3_panel_2.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-3_panel_3.jpg,cortical collecting duct,kidney
PMC1845137_1746-1596-2-11-3_panel_4.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-1_panel_1.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-1_panel_2.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-1_panel_3.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-2_panel_1.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-2_panel_2.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-3_panel_1.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-3_panel_2.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-3_panel_3.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-3_panel_4.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-5_panel_1.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-5_panel_2.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-5_panel_3.jpg,cortical collecting duct,kidney
PMC1858683_1741-7007-5-15-5_panel_4.jpg,cortical collecting duct,kidney
PMC2064946_467_2007_521_Fig1_HTML_panel_1.jpg,cortical collecting duct,kidney
PMC2064946_467_2007_521_Fig1_HTML_panel_2.jpg,cortical collecting duct,kidney
PMC2064946_467_2007_521_Fig1_HTML_panel_3.jpg,cortical collecting duct,kidney
PMC2064946_467_2007_521_Fig1_HTML_panel_4.jpg,cortical collecting duct,kidney
PMC2064946_467_2007_521_Fig1_HTML_panel_5.jpg,cortical collecting duct,kidney
PMC2556681_1752-1947-2-304-1_panel_1.jpg,cortical collecting duct,kidney
PMC2556681_1752-1947-2-304-2_panel_1.jpg,cortical collecting duct,kidney
PMC2556681_1752-1947-2-304-2_panel_2.jpg,cortical collecting duct,kidney
PMC2556681_1752-1947-2-304-2_panel_3.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_1.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_2.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_3.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_4.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_5.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_6.jpg,cortical collecting duct,kidney
PMC2678989_1471-2121-10-26-2_panel_7.jpg,cortical collecting duct,kidney
PMC2694804_1755-8417-2-3-1_panel_1.jpg,cortical collecting duct,kidney
PMC2694804_1755-8417-2-3-1_panel_2.jpg,cortical collecting duct,kidney
PMC2694804_1755-8417-2-3-1_panel_3.jpg,cortical collecting duct,kidney
PMC2694804_1755-8417-2-3-1_panel_4.jpg,cortical collecting duct,kidney
PMC2711960_1755-1536-2-3-1_panel_1.jpg,cortical collecting duct,kidney
PMC2711960_1755-1536-2-3-1_panel_2.jpg,cortical collecting duct,kidney
PMC2752453_1423-0127-16-82-1_panel_1.jpg,cortical collecting duct,kidney
PMC2752453_1423-0127-16-82-1_panel_2.jpg,cortical collecting duct,kidney
PMC2752453_1423-0127-16-82-1_panel_3.jpg,cortical collecting duct,kidney
